row_id,점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용,적용맥락가중치,맥락가중치합,LLM심각도,판정방식,근거,위험분류_재검토
426,2026-03-19,2026-03,광양지사,하남CY,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ 하남CY,추락,추락,개선필요 [상],3.0,안정성이 확보되지 않은 훼손된 사다리가 작업장에 비치 (전도방지 조치 X) 불안정한 사다리 사용으로 사다리 전도에 의한 작업자 떨어짐 위험 훼손된 사다리 폐기 필요시 안정성이 확보된 사다리 구매 및 사용,즉시처리,제거·차단,사다리 미사용으로 인한 폐기 진행 추 후 필요시 안정성 확보된 사다리 구매 예정,진행(조치 후),"<내용>
안정성이 확보되지 않은 훼손된 사다리가 작업장에 비치 (전도방지 조치 X)
<위험요인>
불안정한 사다리 사용으로 사다리 전도에 의한 작업자 떨어짐 위험
<요청사항>
훼손된 사다리 폐기 
필요시 안정성이 확보된 사다리 구매 및 사용 ","사다리 미사용으로 인한 폐기 진행
추 후 필요시 안정성 확보된 사다리 구매 예정",고소·상부작업,2,4.0,키워드보정,,
427,2026-03-19,2026-03,광양지사,하남CY,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ 하남CY,관리적미흡,관리적 미흡,관계법규 위반,4.0,"MSDS 경고표지에 공급자 정보가 누락되어 있으며, 게시된 물질안전보건자료(MSDS)는 훼손되어 주요 내용 확인이 어려운 상태 공금자 정보 기입 훼손된 MSDS 최신본으로 재출력 후 재게시",즉시처리,기타,공급자 정보 기입 MSDS 공급자로 부터 전달 받아 출력 후 개시,완료,"<내용>
MSDS 경고표지에 공급자 정보가 누락되어 있으며, 게시된 물질안전보건자료(MSDS)는 훼손되어 주요 내용 확인이 어려운 상태
<요청사항>
공금자 정보 기입
훼손된 MSDS 최신본으로 재출력 후 재게시","공급자 정보 기입
MSDS 공급자로 부터 전달 받아 출력 후 개시",,0,3.0,직접판정,"MSDS 훼손은 비상대응력 저해요인이나 직접노출사고는 아님 - 원본4점 다소 과대, 3으로 조정",
428,2026-03-19,2026-03,광양지사,하남CY,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ 하남CY,관리적미흡,관리적 미흡,관계법규 위반,4.0,"TBM 실시 후 일지를 작성하고 있으나, 근로자 서명이 누락 TBM 실시 시 전원 참여 확인 후 본인 자필 서명 원칙 준수",즉시처리,교육·지도,TBM 실시 후 근로자 서명 작성 3월30일부로 김민석 주임 추가 교육 및 서명 작성,완료,"[내용]
TBM 실시 후 일지를 작성하고 있으나, 근로자 서명이 누락
[요청사항]
TBM 실시 시 전원 참여 확인 후 본인 자필 서명 원칙 준수","TBM 실시 후 근로자 서명 작성
3월30일부로 김민석 주임 추가 교육 및 서명 작성",,0,4.0,키워드보정,,
429,2026-03-19,2026-03,광양지사,SLB광주공장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ SLB광주공장,끼임·협착,끼임ㆍ협착,개선필요 [상],3.0,지게차 운행 시 일부 운전자가 운전석 문을 닫지 않고 개방한 상태로 운행 급회전·요철 통과 시 운전자 신체 이탈로 인한 전도 시 협착·깔림 사고 지게차 운행 시 운전석 문 닫힘 상태 유지 의무화 교육 실시 운전석 문 개방 운행 시 작업중지 및 반목 위반자 관리 강화,즉시처리,교육·지도,신체 이탈 위험 중점 교육 및 반복 위반자 경고장 발부,완료,"<내용>
지게차 운행 시 일부 운전자가 운전석 문을 닫지 않고 개방한 상태로 운행
<위험요인>
급회전·요철 통과 시 운전자 신체 이탈로 인한 전도 시 협착·깔림 사고
<요청사항>
지게차 운행 시 운전석 문 닫힘 상태 유지 의무화 교육 실시
운전석 문 개방 운행 시 작업중지 및 반목 위반자 관리 강화","신체 이탈 위험 중점 교육 및 반복 위반자 경고장 발부
",회전체·협착점인근,1,4.0,키워드보정,,
430,2026-03-19,2026-03,광양지사,SLB광주공장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ SLB광주공장,충돌,충돌,개선필요 [중],2.0,랩핑 작업 시 파레트를 고정할 수 있는 별도의 고정장치가 없어 작업 중 파레트가 미끄러지거나 위치가 이탈할 가능성이 있는 상태. 회전 중 파레트 이탈로 인한 적재물 낙하 및 작업자와의 충돌 위험 랩핑 작업 시 이탈방지를 위한 조치 필요 (랩핑기 바닥면에 미끄럼 방지 패드 또는 고마찰 테이프 부착 등),즉시처리,설치·구조물,회전판 바닥 고성능 미끄럼 방지 테이프 부착 및 고정 강화,완료,"<내용>
랩핑 작업 시 파레트를 고정할 수 있는 별도의 고정장치가 없어 작업 중 파레트가 미끄러지거나 위치가 이탈할 가능성이 있는 상태.
<위험요소>
회전 중 파레트 이탈로 인한 적재물 낙하 및 작업자와의 충돌 위험
<요청사항>
 랩핑 작업 시 이탈방지를 위한 조치 필요 (랩핑기 바닥면에 미끄럼 방지 패드 또는 고마찰 테이프 부착 등) ","회전판 바닥 고성능 미끄럼 방지 테이프 부착 및 고정 강화
",,0,2.0,키워드보정,,
431,2026-03-19,2026-03,광양지사,SLB광주공장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ SLB광주공장,기타,기타,개선필요 [하],1.0,"작업 시 손 베임 및 제품 손상 방지를 위해 지정된 안전칼을 사용하도록 되어 있으나, 일부 근로자가 칼날만 분리하여 테이프로 임의 손잡이를 제작해 사용하고 있음. 작업 중 베임 지정된 안전칼 사용 및 관리방안 모색 필요",즉시처리,제거·차단,"전수 조사 및 회수 폐기, 위반 시 내규 벌점제 엄격 적용, 안전교육 실시",완료,"<내용>
작업 시 손 베임 및 제품 손상 방지를 위해 지정된 안전칼을 사용하도록 되어 있으나, 일부 근로자가 칼날만 분리하여 테이프로 임의 손잡이를 제작해 사용하고 있음.
<위험요인>
작업 중 베임
<요청사항>
지정된 안전칼 사용 및 관리방안 모색 필요","전수 조사 및 회수 폐기, 위반 시 내규 벌점제 엄격 적용, 안전교육 실시
",,0,1.0,직접판정,"안전칼 임의개조, 절차미준수 원등급 유지",
432,2026-03-19,2026-03,광양지사,SLB광주공장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ SLB광주공장,끼임·협착,끼임ㆍ협착,개선필요 [상],3.0,"자동 공정 출입문은 개방 시 설비가 자동 정지되는 인터록 구조로 되어 있으나, 출입문 옆 틈 공간을 통해 근로자가 출입하여 문을 열지 않고 이동하는 사례가 발생 출입문을 통한 정상 진입이 아닌 틈을 이용할 경우 인터록이 작동하지 않아 설비 가동 중 상태에서 근로자 진입하여 끼임/협착/충동 위험 출입문 옆 틈 공간 완전 밀폐 작업자 대상 위험성 및 금지사항 교육 실시",중장기(계획),제거·차단,"안전테이프 임시 진입 차단 및 시설팀 폐쇄 작업 요청, 안전교육 실시",완료,"<내용>
자동 공정 출입문은 개방 시 설비가 자동 정지되는 인터록 구조로 되어 있으나, 출입문 옆 틈 공간을 통해 근로자가 출입하여 문을 열지 않고 이동하는 사례가 발생
<위험요인>
출입문을 통한 정상 진입이 아닌 틈을 이용할 경우 인터록이 작동하지 않아 설비 가동 중 상태에서 근로자 진입하여 끼임/협착/충동 위험
<요청사항>
출입문 옆 틈 공간 완전 밀폐
작업자 대상 위험성 및 금지사항 교육 실시 ","안전테이프 임시 진입 차단 및 시설팀 폐쇄 작업 요청, 안전교육 실시
",밀폐공간,2,4.0,키워드보정,,
433,2026-03-19,2026-03,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,화재·폭발,화재,개선필요 [상],3.0,문덕창고 내 정차중인 분진청소차량 내 경유로 의심되는 말통 3EA 보관,즉시처리,교육·지도,내부 미등록 위험물 처리조치 실시. 위험물 보관 시 사전 보고 후 위험물보관함에 보관하도록 지도,진행(조치 후),문덕창고 내 정차중인 분진청소차량 내 경유로 의심되는 말통 3EA 보관,내부 미등록 위험물 처리조치 실시. 위험물 보관 시 사전 보고 후 위험물보관함에 보관하도록 지도,,0,3.0,키워드보정,,
434,2026-03-19,2026-03,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,기타,기타,개선필요 [중],2.0,1. 57창고 상부 우수받이 노후화로 인해 지지부 불안정으로 낙하 위험 2. 우수받이 역할을 할수 없는 상태로 교체 필요,즉시처리,설치·구조물,우수받이 및 지지부 교체작업 완료,완료,"[군산항 5부두]
1. 57창고 상부 우수받이 노후화로 인해 지지부 불안정으로 낙하 위험
2. 우수받이 역할을 할수 없는 상태로 교체 필요",우수받이 및 지지부 교체작업 완료,고소·상부작업,2,4.0,키워드보정,,
435,2026-03-19,2026-03,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,1. 33창고 내 소화기 압력게이지 부적합 2. 압력게이지 부적합 소화기 폐기 및 새 소화기 비치 요함,즉시처리,제거·차단,압력게이지 불량 소화기 폐기 및 신규 소화기 비치 완료,완료,"[군산항 3부두]
1. 33창고 내 소화기 압력게이지 부적합
2. 압력게이지 부적합 소화기 폐기 및 새 소화기 비치 요함",압력게이지 불량 소화기 폐기 및 신규 소화기 비치 완료,화기·인화물인근,1,2.0,키워드보정,,
436,2026-03-19,2026-03,강원지사,삼척,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 삼척,관리적미흡,관리적 미흡,개선필요 [하],1.0,CABIN 외부 세방 핵심안전수칙 부착물 탈락으로 인한 재부착 필요 → 세방 핵심안전수칙 부착물 재부착 실시,즉시처리,기타,세방 핵심안전수칙 부착물 재부착 완료,완료,CABIN 외부 세방 핵심안전수칙 부착물 탈락으로 인한 재부착 필요 → 세방 핵심안전수칙 부착물 재부착 실시,세방 핵심안전수칙 부착물 재부착 완료,,0,1.0,키워드보정,,
437,2026-03-18,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 부두 소화기 점검을 진행하였으나 변색되어 식별 어려움 - 3월 소화기 점검시 재표기 요청,즉시처리,점검·확인,- 3월 소화기 점검시 변색부분 재표기 완료,완료,"- 부두 소화기 점검을 진행하였으나 변색되어 식별 어려움
- 3월 소화기 점검시 재표기 요청 ",- 3월 소화기 점검시 변색부분 재표기 완료,화기·인화물인근,1,2.0,키워드보정,,
438,2026-03-18,2026-03,경북지사,영일만물류센터,INSPECTOR_13,EHS팀 선임,지사 주관,영일만물류센터,정리정돈,정리정돈,개선필요 [하],1.0,도크창고 내 분진청소 미흡,즉시처리,기타,도크창고 내 침적분진 청소 실시,진행(조치 후),도크창고 내 분진청소 미흡,도크창고 내 침적분진 청소 실시,,0,1.0,키워드보정,,
439,2026-03-17,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 2부두 SUMP PUMP 내부 슬러지로 인해 작동 불,즉시처리,점검·확인,- SUMP PUMP(배수펌프) 준설 진행 요청 및 준설 완료 확인,완료,- 유연탄 2부두 SUMP PUMP 내부 슬러지로 인해 작동 불,- SUMP PUMP(배수펌프) 준설 진행 요청 및 준설 완료 확인,,0,1.0,키워드보정,,
440,2026-03-17,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,"- 부두 환복실 내 안전보호구(방진복,안전장화) 정리정돈 미흡 - 개별 사물함 외 상부에 보관중으로 현장 전파 진행",즉시처리,제거·차단,"- 유연탄 3부두 환복실 내 안전보호구(분진복,안전장화) 정리정돈 진행",완료,"- 부두 환복실 내 안전보호구(방진복,안전장화) 정리정돈 미흡
- 개별 사물함 외 상부에 보관중으로 현장 전파 진행","- 유연탄 3부두 환복실 내 안전보호구(분진복,안전장화) 정리정돈 진행",고소·상부작업,2,3.0,키워드보정,,
441,2026-03-17,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,전도,전도,개선필요 [하],1.0,- 1부두 현장사무실 입구 발판에 내부 탄가루 방지를 위한 종이박스 거치 - 근로자 이동중 전도 위험,즉시처리,제거·차단,- 1부두 현장사무실 입구 발판 종이박스 제거 및 청소 진행,완료,"- 1부두 현장사무실 입구 발판에 내부 탄가루 방지를 위한 종이박스 거치
- 근로자 이동중 전도 위험",- 1부두 현장사무실 입구 발판 종이박스 제거 및 청소 진행,,0,1.0,키워드보정,,
442,2026-03-17,2026-03,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,관리적미흡,관리적 미흡,개선필요 [하],1.0,지게차 충전기 안전수칙 미부착으로 감전 등 위험 → 안전수칙 부착 필요,즉시처리,기타,지게차 충전기 안전수칙 부착 완료,완료,지게차 충전기 안전수칙 미부착으로 감전 등 위험 → 안전수칙 부착 필요,지게차 충전기 안전수칙 부착 완료,충전부·고압인근,1,3.0,직접판정,지게차 충전기 안전수칙 미부착(충전부) → 기본1+가중2=3,
443,2026-03-17,2026-03,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,기타,기타,개선필요 [하],1.0,5번창고 분진과다에 따른 작업자 호흡기질환 위험,즉시처리,기타,분진청소차량 청소실시 완료,진행(조치 후),5번창고 분진과다에 따른 작업자 호흡기질환 위험,분진청소차량 청소실시 완료,,0,1.0,키워드보정,,
444,2026-03-17,2026-03,부산지사,용당,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 용당,관리적미흡,관리적 미흡,개선필요 [하],1.0,랩핑기 미사용 중 전원 미차단으로 고장 위험 → 미사용 시 전원 차단 필요,즉시처리,제거·차단,랩핑기 미사용 시 전원 차단 완료,완료,랩핑기 미사용 중 전원 미차단으로 고장 위험 → 미사용 시 전원 차단 필요,랩핑기 미사용 시 전원 차단 완료,,0,1.0,키워드보정,,
445,2026-03-17,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,감전,감전,개선필요 [중],2.0,- CSU 이동용 운전실 전원용 플러그 마감조치 미흡으로 분진 및 물 유입으로 감전 위험,즉시처리,설치·구조물,- 불량 플러그 폐기 및 교체 진행 완료,완료,- CSU 이동용 운전실 전원용 플러그 마감조치 미흡으로 분진 및 물 유입으로 감전 위험,- 불량 플러그 폐기 및 교체 진행 완료,,0,2.0,키워드보정,,
